"Groupe";"pid";"Etablissement";"Groupe.détaillé";"Comparable";"Rentrée";"kpi.ENS.P.effectif";"kpi.ENS.S.titulaires";"kpi.ENS.S.EC";"kpi.ENS.S.DocATER";"kpi.ENS.S.contractuels";"kpi.ETU.P.effectif";"kpi.ETU.S.cycle1_L";"kpi.ETU.S.cycle2_M";"kpi.ETU.S.cycle3_D";"kpi.ETU.S.DU_DE";"kpi.BIA.P.effectif";"kpi.BIA.S.A";"kpi.BIA.S.B";"kpi.BIA.S.C";"kpi.BIA.S.titulaires";"kpi.FIN.P.ressources";"kpi.FIN.S.masseSalariale";"kpi.FIN.S.SCSP";"kpi.FIN.S.recettesFormation";"kpi.FIN.S.recettesRecherche";"kpi.FIN.S.investissements";"kpi.IMO.P.batiments";"kpi.IMO.S.état_satisfaisant";"kpi.IMO.S.énergie_ABC";"kpi.IMO.S.GES_ABC";"kpi.IMO.S.propriété_propre";"kpi.K.dotPres";"kpi.K.resPetu";"kpi.K.forPetu";"kpi.K.recPect";"kpi.K.ensPetu";"kpi.K.titPper";"kpi.K.biaPper";"kpi.K.dotPetu"
"Ecoles d'ingénieurs";"H3nOd";"Université de technologie de Compiègne";"Ecoles d'ingénieurs";TRUE;2022;NA;NA;NA;NA;NA;4367;53;4086;228;1049;NA;NA;NA;NA;NA;66885146;51841682;50114474;7098300;1009094;9494075;39;15;1;15;0;0,749261637255004;16159,7356849481;1625,44080604534;NA;NA;NA;NA;12107,8700169123
"Ecoles d'ingénieurs";"8tVLr";"Université de technologie de Troyes";"Ecoles d'ingénieurs";TRUE;2006;NA;NA;NA;NA;NA;2219;0;2109;110;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ecoles d'ingénieurs";"8tVLr";"Université de technologie de Troyes";"Ecoles d'ingénieurs";TRUE;2007;NA;NA;NA;NA;NA;2334;0;2230;104;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ecoles d'ingénieurs";"8tVLr";"Université de technologie de Troyes";"Ecoles d'ingénieurs";TRUE;2008;NA;NA;NA;NA;NA;2361;0;2249;112;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ecoles d'ingénieurs";"8tVLr";"Université de technologie de Troyes";"Ecoles d'ingénieurs";TRUE;2009;NA;NA;NA;NA;NA;2402;21;2260;121;0;NA;NA;NA;NA;NA;30986848,73;23476423,11;20637608,89;NA;NA;2659681,75;NA;NA;NA;NA;NA;0,666011864253226;13584,764896975;NA;NA;NA;NA;NA;9047,61459447611
"Ecoles d'ingénieurs";"8tVLr";"Université de technologie de Troyes";"Ecoles d'ingénieurs";TRUE;2010;NA;90;NA;NA;NA;2418;16;2246;156;0;NA;NA;NA;NA;NA;30545075,35;23020609,28;21082159;1006830,08;1214173,41;2364914,56;NA;NA;NA;NA;NA;0,690198297382822;13503,5700044209;416,389611248966;NA;NA;NA;NA;9320,14102564102
"Ecoles d'ingénieurs";"8tVLr";"Université de technologie de Troyes";"Ecoles d'ingénieurs";TRUE;2011;NA;91;NA;NA;NA;2432;41;2228;163;0;NA;NA;NA;NA;NA;31427177,74;23756080,91;22019340,33;1982899,17;1135178,87;NA;NA;NA;NA;NA;NA;0,700646444048144;13850,6733098281;815,336829769737;NA;NA;NA;NA;9704,42500220361
"Ecoles d'ingénieurs";"8tVLr";"Université de technologie de Troyes";"Ecoles d'ingénieurs";TRUE;2012;176;92;84;80;4;2508;52;2294;162;0;NA;NA;NA;NA;NA;32960869,58;24828292,7110331;22601692,83;2049145,89;1873474,19;NA;NA;NA;NA;NA;NA;0,685712880697609;14049,8165302643;817,043815789474;22303,2641666667;4,0920716112532;NA;NA;9634,14016624041
"Ecoles d'ingénieurs";"8tVLr";"Université de technologie de Troyes";"Ecoles d'ingénieurs";TRUE;2013;135;95;88;35;5;2550;55;2330;165;0;NA;NA;NA;NA;NA;34997260,96;25597107,3204837;22386984,39;2014159,27;2540185,07;3215054;NA;NA;NA;NA;NA;0,639678185546781;14673,903966457;789,866380392157;28865,7394318182;4,19287211740042;NA;NA;9386,57626415094
"Ecoles d'ingénieurs";"8tVLr";"Université de technologie de Troyes";"Ecoles d'ingénieurs";TRUE;2014;174;97;89;68;9;2613;65;2379;169;0;NA;NA;NA;NA;NA;32335284;25771747;22354168;NA;NA;2385504;NA;NA;NA;NA;NA;0,691324313094018;13230,4762684124;NA;NA;4,33715220949263;NA;NA;9146,54991816694
"Ecoles d'ingénieurs";"8tVLr";"Université de technologie de Troyes";"Ecoles d'ingénieurs";TRUE;2015;227;104;134;70;51;2738;79;2487;172;0;210;100;60;50;98;34095584;26485996;23049397;NA;NA;2351171;NA;NA;NA;NA;NA;0,676022941856635;13287,4450506625;NA;NA;6,04053000779423;0,462242562929062;0,480549199084668;8982,61769290725
"Ecoles d'ingénieurs";"8tVLr";"Université de technologie de Troyes";"Ecoles d'ingénieurs";TRUE;2016;230;104;134;72;52;2890;56;2666;168;0;231;119;63;49;100;35425752;27563794;24348762;NA;NA;2124171;6;6;0;0;0;0,687318140769461;13014,6039676708;NA;NA;5,73108008817046;0,442516268980477;0,501084598698482;8945,17340191036
"Ecoles d'ingénieurs";"8tVLr";"Université de technologie de Troyes";"Ecoles d'ingénieurs";TRUE;2017;232;101;137;74;55;3089;120;2795;174;143;212;121;47;44;105;36495520;28475742;24847332;3114975;2324024;2871041;8;7;0;0;0;0,680832387098471;12519,9039451115;1008,40887018453;16963,6788321168;5,3516295025729;0,463963963963964;0,477477477477477;8523,95608919383
"Ecoles d'ingénieurs";"8tVLr";"Université de technologie de Troyes";"Ecoles d'ingénieurs";TRUE;2018;243;105;141;83;55;3172;98;2895;179;184;205;91;67;47;107;37186006;28856261;25430932;4382831;2064294;2147953;6;5;0;0;0;0,683884469872887;12424,325425994;1381,72477931904;14640,3829787234;5,34580688272636;0,473214285714286;0,457589285714286;8496,80320748413
"Ecoles d'ingénieurs";"8tVLr";"Université de technologie de Troyes";"Ecoles d'ingénieurs";TRUE;2019;246;106;144;82;58;3066;78;2815;173;238;219;88;82;49;105;37722511;29435216;26046886;3323213;1853755;2836421;6;5;0;0;0;0,690486537335757;13039,2364327688;1083,89204174821;12873,2986111111;5,66885585896993;0,453763440860215;0,470967741935484;9003,41721396474
"Ecoles d'ingénieurs";"8tVLr";"Université de technologie de Troyes";"Ecoles d'ingénieurs";TRUE;2020;254;106;144;94;54;3256;75;2988;193;282;249;127;79;43;97;43080083;30591911;26935577;9254711;3405701;2661064;6;5;0;0;0;0,62524431533709;14064,6696049625;2842,35595823096;23650,7013888889;5,22363695723147;0,403578528827038;0,495029821073559;8793,85471759713
"Ecoles d'ingénieurs";"8tVLr";"Université de technologie de Troyes";"Ecoles d'ingénieurs";TRUE;2021;251;110;142;90;51;3235;119;2930;186;238;220;97;79;44;97;42705811;32199754;27638346;6928177;3698649;3503936;6;5;0;0;0;0,647179982134047;14006,4975401771;2141,63122102009;26046,823943662;5,2804198097737;0,439490445859873;0,467091295116773;9064,7248278124
"Ecoles d'ingénieurs";"8tVLr";"Université de technologie de Troyes";"Ecoles d'ingénieurs";TRUE;2022;NA;NA;NA;NA;NA;3196;145;2873;178;304;NA;NA;NA;NA;NA;44086461;34509520;27009575;7290099;3105277;3334356;6;5;0;0;0;0,612650105890786;14607,8399602386;2281,00719649562;NA;NA;NA;NA;8949,49469847581
"Ecoles d'ingénieurs";"dPmxa";"École nationale d'ingénieurs de Brest";"Ecoles d'ingénieurs";FALSE;2006;NA;NA;NA;NA;NA;645;0;645;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ecoles d'ingénieurs";"dPmxa";"École nationale d'ingénieurs de Brest";"Ecoles d'ingénieurs";FALSE;2007;NA;NA;NA;NA;NA;599;0;599;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ecoles d'ingénieurs";"dPmxa";"École nationale d'ingénieurs de Brest";"Ecoles d'ingénieurs";FALSE;2008;NA;NA;NA;NA;NA;624;0;624;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ecoles d'ingénieurs";"dPmxa";"École nationale d'ingénieurs de Brest";"Ecoles d'ingénieurs";FALSE;2009;NA;NA;NA;NA;NA;637;0;637;0;0;NA;NA;NA;NA;NA;3187676,09;1139905,36;2110458;NA;0;713329,65;NA;NA;NA;NA;NA;0,662067895361351;5004,20108320251;NA;NA;NA;NA;NA;3313,12087912088
"Ecoles d'ingénieurs";"dPmxa";"École nationale d'ingénieurs de Brest";"Ecoles d'ingénieurs";FALSE;2010;NA;53;NA;NA;NA;667;0;667;0;0;NA;NA;NA;NA;NA;3452481,04;1240388,82;2090508;NA;0;995712,24;NA;NA;NA;NA;NA;0,605508900926506;5176,13349325337;NA;NA;NA;NA;NA;3134,19490254873
"Ecoles d'ingénieurs";"dPmxa";"École nationale d'ingénieurs de Brest";"Ecoles d'ingénieurs";FALSE;2011;NA;54;NA;NA;NA;676;0;676;0;0;NA;NA;NA;NA;NA;3437976,81;1231677,69;2175267;NA;0;1163696,42;NA;NA;NA;NA;NA;0,632717182289545;5085,76451183432;NA;NA;NA;NA;NA;3217,85059171598
"Ecoles d'ingénieurs";"dPmxa";"École nationale d'ingénieurs de Brest";"Ecoles d'ingénieurs";FALSE;2012;64;56;34;8;0;651;0;651;0;0;NA;NA;NA;NA;NA;3273793,43;1236316,13006804;2128791;NA;0;545715,04;NA;NA;NA;NA;NA;0,65025208386468;5028,86855606759;NA;0;8,60215053763441;NA;NA;3270,03225806452
"Ecoles d'ingénieurs";"dPmxa";"École nationale d'ingénieurs de Brest";"Ecoles d'ingénieurs";FALSE;2013;71;57;35;14;0;663;0;663;0;0;NA;NA;NA;NA;NA;3372953,6;1150766,74998885;2180288;NA;0;818435,16;NA;NA;NA;NA;NA;0,646403199854276;5087,41116138763;NA;0;8,5972850678733;NA;NA;3288,51885369532
"Ecoles d'ingénieurs";"dPmxa";"École nationale d'ingénieurs de Brest";"Ecoles d'ingénieurs";FALSE;2014;66;57;35;9;0;638;0;638;0;0;NA;NA;NA;NA;NA;2158144;1025036;1079960;NA;0;766006;NA;NA;NA;NA;NA;0,500411464665935;3382,67084639498;NA;0;8,93416927899687;NA;NA;1692,72727272727
"Ecoles d'ingénieurs";"dPmxa";"École nationale d'ingénieurs de Brest";"Ecoles d'ingénieurs";FALSE;2015;65;56;36;8;1;628;0;628;0;0;47;15;16;16;39;3187594;1008728;2174686;NA;NA;573377;NA;NA;NA;NA;NA;0,682234312148912;5075,78662420382;NA;NA;9,07643312101911;0,848214285714286;0,419642857142857;3462,87579617834
"Ecoles d'ingénieurs";"dPmxa";"École nationale d'ingénieurs de Brest";"Ecoles d'ingénieurs";FALSE;2016;64;55;36;9;0;611;0;611;0;0;43;15;15;13;39;3170402;905867;2308957;NA;NA;709646;8;7;1;2;2;0,728285245845795;5188,87397708674;NA;NA;9,00163666121113;0,878504672897196;0,401869158878505;3778,98036006547
"Ecoles d'ingénieurs";"dPmxa";"École nationale d'ingénieurs de Brest";"Ecoles d'ingénieurs";FALSE;2017;66;55;35;11;0;676;0;663;13;0;43;15;15;13;38;3319332;1215184;2249416;345030;NA;911030;8;7;2;4;2;0,677671290488568;5006,53393665158;510,399408284024;NA;8,29562594268477;0,853211009174312;0,394495412844037;3392,78431372549
"Ecoles d'ingénieurs";"dPmxa";"École nationale d'ingénieurs de Brest";"Ecoles d'ingénieurs";FALSE;2018;68;54;34;14;0;740;0;726;14;0;41;12;16;13;35;3509934;1227964;2308676;504829;NA;426406;8;7;3;3;2;0,657754818181766;4834,61983471074;682,201351351351;NA;7,43801652892562;0,81651376146789;0,376146788990826;3179,99449035813
"Ecoles d'ingénieurs";"dPmxa";"École nationale d'ingénieurs de Brest";"Ecoles d'ingénieurs";FALSE;2019;65;56;36;9;0;805;0;786;19;0;42;17;15;10;35;3516445;1048067;2348421;412953;361449;365029;8;7;3;3;2;0,667839536804927;4473,84860050891;512,985093167702;10040,25;7,12468193384224;0,850467289719626;0,392523364485981;2987,81297709924
"Ecoles d'ingénieurs";"dPmxa";"École nationale d'ingénieurs de Brest";"Ecoles d'ingénieurs";FALSE;2020;69;57;37;12;0;823;0;797;26;0;36;12;15;9;34;4624090;1361556;2364359;460768;634337;667220;7;7;4;3;2;0,511313361115376;5801,86951066499;559,863912515188;17144,2432432432;7,15181932245922;0,866666666666667;0,342857142857143;2966,57340025094
"Ecoles d'ingénieurs";"dPmxa";"École nationale d'ingénieurs de Brest";"Ecoles d'ingénieurs";FALSE;2021;76;55;37;20;1;823;0;798;25;0;34;12;15;7;33;4316739;1480683;2487882;555185;530623;453847;7;7;4;3;2;0,576333662980319;5409,44736842105;674,58687727825;14341,1621621622;7,01754385964912;0,8;0,309090909090909;3117,64661654135
"Ecoles d'ingénieurs";"dPmxa";"École nationale d'ingénieurs de Brest";"Ecoles d'ingénieurs";FALSE;2022;NA;NA;NA;NA;NA;760;0;741;19;0;NA;NA;NA;NA;NA;4585658;1657662;2267471;355400;806395;1101688;7;7;4;3;2;0,494470150194367;6188,47233468286;467,631578947368;NA;NA;NA;NA;3060,01484480432
"Ecoles d'ingénieurs";"MHneW";"École nationale d'ingénieurs de Tarbes";"Ecoles d'ingénieurs";TRUE;2006;NA;NA;NA;NA;NA;903;0;903;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ecoles d'ingénieurs";"MHneW";"École nationale d'ingénieurs de Tarbes";"Ecoles d'ingénieurs";TRUE;2007;NA;NA;NA;NA;NA;1041;0;1041;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ecoles d'ingénieurs";"MHneW";"École nationale d'ingénieurs de Tarbes";"Ecoles d'ingénieurs";TRUE;2008;NA;NA;NA;NA;NA;1078;0;1078;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ecoles d'ingénieurs";"MHneW";"École nationale d'ingénieurs de Tarbes";"Ecoles d'ingénieurs";TRUE;2009;NA;NA;NA;NA;NA;1087;0;1087;0;0;NA;NA;NA;NA;NA;5732310,73;2895129,61;3095556;NA;759545,87;872901,7;NA;NA;NA;NA;NA;0,540018876471478;5273,51493100276;NA;NA;NA;NA;NA;2847,79760809568
"Ecoles d'ingénieurs";"MHneW";"École nationale d'ingénieurs de Tarbes";"Ecoles d'ingénieurs";TRUE;2010;NA;80;NA;NA;NA;1223;0;1223;0;0;NA;NA;NA;NA;NA;14823606,61;11573905,42;12387674,9;NA;289713,53;2018118,36;NA;NA;NA;NA;NA;0,8356721293213;12120,6922403925;NA;NA;NA;NA;NA;10128,9246933769
"Ecoles d'ingénieurs";"MHneW";"École nationale d'ingénieurs de Tarbes";"Ecoles d'ingénieurs";TRUE;2011;NA;75;NA;NA;NA;1193;0;1193;0;0;NA;NA;NA;NA;NA;15571690,36;11822711,08;12733773,99;1049291,34;402276,77;4133383,21;NA;NA;NA;NA;NA;0,817751553980938;13052,5484995809;879,540100586756;NA;NA;NA;NA;10673,7418189438
"Ecoles d'ingénieurs";"MHneW";"École nationale d'ingénieurs de Tarbes";"Ecoles d'ingénieurs";TRUE;2012;88;75;48;9;4;1092;0;1092;0;0;NA;NA;NA;NA;NA;15647254,4;11867689,6401316;12847749,11;903649,25;189456,44;1773068,86;NA;NA;NA;NA;NA;0,821086484667879;14328,9875457875;827,517628205128;3947,00916666667;7,23443223443224;NA;NA;11765,3380128205
"Ecoles d'ingénieurs";"MHneW";"École nationale d'ingénieurs de Tarbes";"Ecoles d'ingénieurs";TRUE;2013;99;81;52;16;2;1075;9;1066;0;30;NA;NA;NA;NA;NA;15433850,51;12078125,480337;12931806;754071,31;660441,99;1311349,54;NA;NA;NA;NA;NA;0,837885917815593;14357,0702418605;701,46168372093;12700,8075;7,72093023255814;NA;NA;12029,5869767442
"Ecoles d'ingénieurs";"MHneW";"École nationale d'ingénieurs de Tarbes";"Ecoles d'ingénieurs";TRUE;2014;96;81;52;6;8;1058;0;1058;0;0;NA;NA;NA;NA;NA;15279640;12368664;12692265;NA;NA;3826794;NA;NA;NA;NA;NA;0,830665185828986;14442,0037807183;NA;NA;8,41209829867675;NA;NA;11996,4697542533
"Ecoles d'ingénieurs";"MHneW";"École nationale d'ingénieurs de Tarbes";"Ecoles d'ingénieurs";TRUE;2015;85;81;49;4;0;1043;0;1043;0;17;102;40;27;35;49;16101446;12613640;13185723;NA;NA;1402780;NA;NA;NA;NA;NA;0,818915456413045;15437,6279961649;NA;NA;7,76605944391179;0,695187165775401;0,545454545454545;12642,1121764142
"Ecoles d'ingénieurs";"MHneW";"École nationale d'ingénieurs de Tarbes";"Ecoles d'ingénieurs";TRUE;2016;90;84;52;5;0;1073;0;1073;0;2;93;40;22;31;47;16171618;12923560;13496095;NA;NA;1401279;20;15;13;14;1;0,834554402657792;15071,4054054054;NA;NA;7,82851817334576;0,715846994535519;0,508196721311475;12577,9077353215
"Ecoles d'ingénieurs";"MHneW";"École nationale d'ingénieurs de Tarbes";"Ecoles d'ingénieurs";TRUE;2017;104;84;59;14;6;1147;0;1147;0;29;99;45;23;31;46;17362586;13784471;13613949;1708224;1225804;1963248;20;15;13;14;1;0,784096850549797;15137,3897122929;1489,2972972973;20776,3389830508;7,84655623365301;0,640394088669951;0,487684729064039;11869,1795989538
"Ecoles d'ingénieurs";"MHneW";"École nationale d'ingénieurs de Tarbes";"Ecoles d'ingénieurs";TRUE;2018;107;85;60;15;7;1194;0;1194;0;23;115;57;29;29;47;17794479;14072344;13774125;1819551;822968;1094600;20;15;13;14;1;0,774067338526742;14903,2487437186;1523,91206030151;13716,1333333333;7,70519262981574;0,594594594594595;0,518018018018018;11536,1180904523
"Ecoles d'ingénieurs";"MHneW";"École nationale d'ingénieurs de Tarbes";"Ecoles d'ingénieurs";TRUE;2019;110;86;60;18;6;1163;11;1152;0;29;109;53;28;28;47;17972360;14427369;13797025;1819806;957184;592866;20;15;13;14;1;0,767680204491786;15453,4479793637;1564,75150472915;15953,0666666667;7,91057609630267;0,607305936073059;0,497716894977169;11863,3061049011
"Ecoles d'ingénieurs";"MHneW";"École nationale d'ingénieurs de Tarbes";"Ecoles d'ingénieurs";TRUE;2020;113;85;61;21;7;1174;5;1169;0;14;106;50;28;28;44;19144056;14295153;14500786;1797175;1581342;970099;20;15;13;14;1;0,757456309154131;16306,6916524702;1530,81345826235;25923,6393442623;7,83645655877342;0,589041095890411;0,484018264840183;12351,6064735945
"Ecoles d'ingénieurs";"MHneW";"École nationale d'ingénieurs de Tarbes";"Ecoles d'ingénieurs";TRUE;2021;108;82;58;19;7;1194;6;1188;0;19;106;48;26;32;44;20186001;14738957;14707219;2330826;NA;1095255;20;15;13;14;1;0,72858507239745;16906,1984924623;1952,11557788945;NA;7,45393634840871;0,588785046728972;0,495327102803738;12317,6038525963
"Ecoles d'ingénieurs";"MHneW";"École nationale d'ingénieurs de Tarbes";"Ecoles d'ingénieurs";TRUE;2022;NA;NA;NA;NA;NA;1215;14;1201;0;14;NA;NA;NA;NA;NA;21938045;16022036;14826987;2041729;1323469;1963814;20;15;13;14;1;0,675857260754092;18056,0041152263;1680,4353909465;NA;NA;NA;NA;12203,2814814815
"Ecoles d'ingénieurs";"WjVHD";"École nationale supérieure d'informatique pour l'industrie et l'entreprise";"Ecoles d'ingénieurs";TRUE;2008;NA;NA;NA;NA;NA;364;0;364;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ecoles d'ingénieurs";"WjVHD";"École nationale supérieure d'informatique pour l'industrie et l'entreprise";"Ecoles d'ingénieurs";TRUE;2009;NA;NA;NA;NA;NA;433;0;433;0;0;NA;NA;NA;NA;NA;2806811,24;822264,660000001;0;NA;228726,24;226349,89;NA;NA;NA;NA;NA;0;6482,24304849885;NA;NA;NA;NA;NA;0
"Ecoles d'ingénieurs";"WjVHD";"École nationale supérieure d'informatique pour l'industrie et l'entreprise";"Ecoles d'ingénieurs";TRUE;2010;NA;24;NA;NA;NA;411;0;411;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ecoles d'ingénieurs";"WjVHD";"École nationale supérieure d'informatique pour l'industrie et l'entreprise";"Ecoles d'ingénieurs";TRUE;2011;NA;24;NA;NA;NA;394;0;394;0;0;NA;NA;NA;NA;NA;2856520,03;874547,179999999;1624729;456485,54;117864,91;199376,53;NA;NA;NA;NA;NA;0,568779137879877;7250,05083756345;1158,59274111675;NA;NA;NA;NA;4123,67766497462
"Ecoles d'ingénieurs";"WjVHD";"École nationale supérieure d'informatique pour l'industrie et l'entreprise";"Ecoles d'ingénieurs";TRUE;2012;27;23;22;3;1;451;0;451;0;0;NA;NA;NA;NA;NA;2725741,65;971088,370074684;1664828;426050,68;2620;32623,87;NA;NA;NA;NA;NA;0,610779822071545;6043,77305986696;944,68;119,090909090909;5,32150776053215;NA;NA;3691,41463414634
"Ecoles d'ingénieurs";"WjVHD";"École nationale supérieure d'informatique pour l'industrie et l'entreprise";"Ecoles d'ingénieurs";TRUE;2013;30;23;22;6;1;492;0;492;0;0;NA;NA;NA;NA;NA;2825587,91;946545,799881569;1691649;460508,16;32290;69119,71;NA;NA;NA;NA;NA;0,598689212256716;5743,06485772358;935,992195121951;1467,72727272727;4,8780487804878;NA;NA;3438,31097560976
"Ecoles d'ingénieurs";"WjVHD";"École nationale supérieure d'informatique pour l'industrie et l'entreprise";"Ecoles d'ingénieurs";TRUE;2014;32;25;24;6;1;567;0;567;0;0;NA;NA;NA;NA;NA;6314097;4163256,94;5072346;489849,45;47850;387209,58;NA;NA;NA;NA;NA;0,803336724158656;11135,9735449735;863,932010582011;1993,75;4,58553791887125;NA;NA;8945,93650793651
"Ecoles d'ingénieurs";"WjVHD";"École nationale supérieure d'informatique pour l'industrie et l'entreprise";"Ecoles d'ingénieurs";TRUE;2015;28;23;21;4;0;596;0;596;0;0;27;12;10;5;16;6290010;4123949;5199822;NA;NA;499751;NA;NA;NA;NA;NA;0,826679448840304;10553,7080536913;NA;NA;3,85906040268456;0,709090909090909;0,490909090909091;8724,53355704698
"Ecoles d'ingénieurs";"WjVHD";"École nationale supérieure d'informatique pour l'industrie et l'entreprise";"Ecoles d'ingénieurs";TRUE;2016;31;21;22;6;3;617;0;617;0;0;30;14;11;5;17;7045279;4131741;5601995;NA;NA;1684582;1;1;0;0;0;0,79514168282051;11418,6045380875;NA;NA;3,88978930307942;0,622950819672131;0,491803278688525;9079,40842787682
"Ecoles d'ingénieurs";"WjVHD";"École nationale supérieure d'informatique pour l'industrie et l'entreprise";"Ecoles d'ingénieurs";TRUE;2017;29;21;22;4;3;565;0;565;0;0;29;17;8;4;17;7055743;4259700;5665089;NA;NA;834765;1;1;0;0;0;0,80290466928855;12488,0407079646;NA;NA;4,24778761061947;0,655172413793103;0,5;10026,7061946903
"Ecoles d'ingénieurs";"WjVHD";"École nationale supérieure d'informatique pour l'industrie et l'entreprise";"Ecoles d'ingénieurs";TRUE;2018;27;21;22;3;3;541;0;541;0;0;27;17;7;3;15;7075440;4301320;5781283;NA;NA;1447959;1;1;0;0;0;0,817091657903961;13078,4473197782;NA;NA;4,4362292051756;0,666666666666667;0,5;10686,2902033272
"Ecoles d'ingénieurs";"WjVHD";"École nationale supérieure d'informatique pour l'industrie et l'entreprise";"Ecoles d'ingénieurs";TRUE;2019;27;20;21;4;3;522;0;522;0;0;28;15;9;4;15;6848791;4246013;5691164;0;0;1820134;1;1;0;0;0;0,8309735251083;13120,2892720307;0;0;4,40613026819923;0,636363636363636;0,509090909090909;10902,6130268199
"Ecoles d'ingénieurs";"WjVHD";"École nationale supérieure d'informatique pour l'industrie et l'entreprise";"Ecoles d'ingénieurs";TRUE;2020;30;23;24;4;3;534;0;534;0;0;29;19;7;3;14;7038917;4290859;5730997;NA;NA;1294753;1;1;0;0;0;0,814187324555752;13181,4925093633;NA;NA;4,8689138576779;0,627118644067797;0,491525423728814;10732,2041198502
"Ecoles d'ingénieurs";"WjVHD";"École nationale supérieure d'informatique pour l'industrie et l'entreprise";"Ecoles d'ingénieurs";TRUE;2021;31;24;25;4;3;517;0;517;0;0;20;11;7;2;13;7403219;4756276;5846084;NA;NA;1017996;1;1;0;0;0;0,789667845838412;14319,5725338491;NA;NA;5,22243713733075;0,725490196078431;0,392156862745098;11307,7059961315
"Ecoles d'ingénieurs";"WjVHD";"École nationale supérieure d'informatique pour l'industrie et l'entreprise";"Ecoles d'ingénieurs";TRUE;2022;NA;NA;NA;NA;NA;516;0;516;0;0;NA;NA;NA;NA;NA;7231274;5102850;5939502;NA;NA;2226821;1;1;0;0;0;0,821363151223422;14014,0968992248;NA;NA;NA;NA;NA;11510,6627906977
"Ecoles d'ingénieurs";"I4SPK";"École nationale supérieure d'ingénieurs de Caen";"Ecoles d'ingénieurs";TRUE;2006;NA;NA;NA;NA;NA;684;0;684;0;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ecoles d'ingénieurs";"I4SPK";"École nationale supérieure d'ingénieurs de Caen";"Ecoles d'ingénieurs";TRUE;2007;NA;NA;NA;NA;NA;678;0;678;0;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ecoles d'ingénieurs";"I4SPK";"École nationale supérieure d'ingénieurs de Caen";"Ecoles d'ingénieurs";TRUE;2008;NA;NA;NA;NA;NA;676;0;676;0;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ecoles d'ingénieurs";"I4SPK";"École nationale supérieure d'ingénieurs de Caen";"Ecoles d'ingénieurs";TRUE;2009;NA;NA;NA;NA;NA;682;0;682;0;18;NA;NA;NA;NA;NA;14621794,26;3723360,6;5149782,02;522710,12;580005,11;6129699,24;NA;NA;NA;NA;NA;0,352199048107794;21439,581026393;766,437126099707;NA;NA;NA;NA;7551,00002932551
"Ecoles d'ingénieurs";"I4SPK";"École nationale supérieure d'ingénieurs de Caen";"Ecoles d'ingénieurs";TRUE;2010;NA;60;NA;NA;NA;685;0;685;0;13;NA;NA;NA;NA;NA;10172504,89;3692265,83000001;4906832,06;460442,04;914807,23;5350475,15;NA;NA;NA;NA;NA;0,482362221798844;14850,3721021898;672,178160583942;NA;NA;NA;NA;7163,25848175183
"Ecoles d'ingénieurs";"I4SPK";"École nationale supérieure d'ingénieurs de Caen";"Ecoles d'ingénieurs";TRUE;2011;NA;59;NA;NA;NA;680;0;680;0;15;NA;NA;NA;NA;NA;17221781,99;11016516,06;12229292,09;528016,32;896371,92;2643856,53;NA;NA;NA;NA;NA;0,710106079446428;25326,1499852941;776,494588235294;NA;NA;NA;NA;17984,2530735294
