uai - identifiant;exercice;Acquisitions d'immobilisations;Besoin en fonds de roulement;CAF / Acquisitions d'immobilisations;CAF / Produits encaissables;Capacité d'autofinancement CAF;Charges décaissables;Charges décaissables / Produits.encaissables;Charges externes;Charges externes / Produits.encaissables;Dépenses de personnel;Dépenses de personnel / Produits encaissables;Excédent Brut d'Exploitation (EBE);Fonds de roulement en jours de charges décaissables;Fonds de roulement net global;Produits encaissables;Ressources propres / Produits encaissables;Ressources propres encaissables;Résultat net comptable;Solde budgétaire;Trésorerie;Trésorerie en jours de charges décaissables;source;rce;vague;typologie;code du groupe;groupe;uai actuel;etablissement;code de la commune;commune;code de l'academie;academie;code de la region;region
0141408E;2011;11801982.08;;30.9705499061388;1.77705034147639;3655138.74999996;201976909.08;98.1968564807464;32031040.49;15.5728073087785;166633205.97;81.0135034053901;5735032.37999996;11.5268265041022;6467091.07999998;205685717.77;15.4345114985083;29704743.06;1350767.79999996;;12457340.47;22.2037389800024;COFISUP Comptes financiers;2011;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0141408E;Université de Caen Normandie;14118;Caen;A05;Caen;R28;Normandie
0171463Y;2011;;;;;;;;;;;;;;6801876.82000002;;;;;;10741952.33;;COFISUP Comptes financiers;2009;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0171463Y;Université de La Rochelle;17300;La Rochelle;A13;Poitiers;R75;Nouvelle-Aquitaine
0290346U;2011;7483904.91;7152807.62999997;89.7286996662281;4.11091174701965;6715210.56;156635670.54;95.8890882529803;21706057.48;13.2879953470909;131558544.18;80.5373948974677;7676333.71;66.2437365986203;28822589.1700001;163350881.1;16.88969405259;26185704.34;5209084.3;;21669781.54;49.804245275075;COFISUP Comptes financiers;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0290346U;Université de Bretagne Occidentale;29019;Brest;A14;Rennes;R53;Bretagne
0311381H;2011;;;;;;;;;;;;;;30414222.19;;;;;;30931576.3;;COFISUP Comptes financiers;2010;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0311381H;Institut national polytechnique de Toulouse;31555;Toulouse;A16;Toulouse;R76;Occitanie
0311382J;2011;6478608.07;;63.611357647693;4.90834219769599;4121130.55;79834580.57;95.0844521649749;10149946.12;12.0887723018473;67556391.97;80.4609039697716;4349553.05;68.3376479145696;15154742.94;83961761.1;15.5666554974155;11391066.42;1626401.71;;17241773.41;77.7487447580137;COFISUP Comptes financiers;2009;A;tertiaire (droit et économie);GR14;universités tertiaires (droit et économie);0311382J;Université Toulouse 1 - Capitole;31555;Toulouse;A16;Toulouse;R76;Occitanie
0331764N;2011;20002091.77;8859123.56000001;42.6318965438883;5.53189274795008;8527271.07;145620169.21;94.4681072520499;26024344.51;16.8827613762047;113863179.76;73.8664096874875;10315988.54;29.4437890496942;11910026.51;154147440.28;23.577470747476;34846888.69;4167883.19;;3050902.95000001;7.54239655096199;COFISUP Comptes financiers;2010;A;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0333298F;Université BORDEAUX 1 - SCIENCES TECHNOLOGIES;;;;;;
0331766R;2011;6303706.63;;29.9878435173939;2.32162350264217;1890345.67999999;79470092.76;97.6010033830273;8797233.24;10.8043008558144;69290067.31;85.0984295986305;3304546.35999999;39.5036541844851;8720441.83999997;81423438.29;11.5300784972538;8309667.82;1078065.00999999;;9941437.79;45.0347732096947;COFISUP Comptes financiers;2011;A;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0331766R;Université Bordeaux-Montaigne;33318;Pessac;A04;Bordeaux;R75;Nouvelle-Aquitaine
0350937D;2011;4142461.69;1458047.89000002;27.0304621694638;1.21655503004763;1119726.53999998;90916671.87;98.7787022344226;11587113.08;12.5891101064774;77169220.11;83.8424378953051;2718324.56999998;48.7282688210879;12306144.52;92040763.66;13.5246081898925;11370678.26;96933.8799999819;;10848096.63;42.9548806228207;COFISUP Comptes financiers;2010;B;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0350937D;Université Rennes 2;35238;Rennes;A14;Rennes;R53;Bretagne
0381838S;2011;12816437.98;;67.2545631122384;3.41604943491365;8619639.36999999;243695447.97;96.5789474007829;40257711.9;15.9545345325638;192564888.72;76.3153945379232;13217667.75;35.0069732326318;23697333.4;252327711.71;18.3660911938446;45820875.89;1279520.35999999;;37828995.66;55.8830234665544;COFISUP Comptes financiers;2010;A;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0383493R;Université GRENOBLE 1 - JOSEPH FOURIER;;;;;;
0440984F;2011;16109622.67;;18.0902945382269;1.12377089932572;2914278.18999997;267780819.44;103.258602187278;36568029.53;14.1009487606596;224028964.49;86.3875081534131;10034068.58;14.0613456328736;10459329.5999999;259330277.35;11.5543065800836;26764061.13;1576278.98999997;;20549556.2;27.6264754416348;COFISUP Comptes financiers;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0440984F;Université de Nantes;44109;Nantes;A17;Nantes;R52;Pays de la Loire
0595964M;2011;;742413.789999973;;4.70411177300187;3688319.71999997;74668947.94;95.2333592930009;9733030.9;12.4135836151648;61824124.9;78.850971682474;4972885.37999997;23.5296840958812;4880379.88;78406294.28;17.5967065102314;13584577.75;1935558.81999997;;4137966.09;19.950298397093;COFISUP Comptes financiers;2010;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0595964M;Université du Littoral Côte d'Opale;59183;Dunkerque;A09;Lille;R32;Hauts-de-France
0623957P;2011;;;;4.71921903842953;5234766.90000001;105664951.35;95.2585014063663;12623785.99;11.3805279813067;92018312.36;82.9558564629625;5485057.35000001;117.874700616138;34597845.85;110924431.72;9.44184395412291;10438580.99;3026218.78000001;;38595905.6;131.496071672587;COFISUP Comptes financiers;2011;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0623957P;Université d'Artois;62041;Arras;A09;Lille;R32;Hauts-de-France
0630095L;2011;267168.67;46867.2299999999;142.528676734439;24.5712981092433;380791.97;1168951.02;75.4287018907567;707350.89;45.6431095068222;419789.52;27.0876863266212;439831.08;268.354929704411;871371.579999999;1549742.99;43.9445762551893;676686.14;181051.28;;824504.35;253.921302878884;COFISUP Comptes financiers;;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0632033T;ENS CHIMIE CLERMONT-FERRAND;;;;;;
0691774D;2011;23906957.54;10469914.01;118.70358577631;7.88214872003318;28378415.85;331622936.46;92.1087814756169;52196417.73;14.4976354344612;260556432.97;72.3699506514524;30181165.86;48.4341794758138;44616346.7300001;360034006.69;22.4561467521633;78690488.84;17195777.43;;34146432.72;37.0683521182882;COFISUP Comptes financiers;2009;A;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0691774D;Université Claude Bernard - Lyon 1;69266;Villeurbanne;A10;Lyon;R84;Auvergne-Rhône-Alpes
0691775E;2011;;;;;;;;;;;;;;20006505.52;;;;;;23259735.08;;COFISUP Comptes financiers;2012;A;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0691775E;Université Lumière - Lyon 2;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes
0750736T;2011;3582150.83;;123.997141962892;5.49013505448766;4441764.65000001;76462705.02;94.5098649455123;13862776.77;17.1347477173321;61199075.75;75.6436276013228;4989066.42000001;74.0235429614938;15722334.25;80904469.67;31.2240343000075;17810524.75;3111552.15000001;;16514436.57;77.752901413113;COFISUP Comptes financiers;2011;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0750736T;Université Paris-Dauphine;75116;Paris 16e;A01;Paris;R11;Île-de-France
0751794T;2011;233161.44;;;;;9284507.24;108.486277111844;1537384.12;17.9638052250222;7557457.42;88.3062933480013;;149.984027973034;3868132.76;8558231.96;11.3658284158028;943057.94;;;4377557.08;169.736584620295;COFISUP Comptes financiers;;;école française à l'étranger;GR40;écoles françaises à l'étranger;0751794T;École française d'Extrême-Orient;75116;Paris 16e;A01;Paris;R11;Île-de-France
0753478Y;2011;51169.75;;449.919923392239;9.50555725606813;230222.9;2191759.25;90.4944427439318;1080970.76;44.6316567609716;945966.19;39.0575211299555;360663.77;;;2421982.15;20.257463499473;451931.02;172544.69;;;;COFISUP Comptes financiers;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753478Y;École nationale des Chartes;75102;Paris 2e;A01;Paris;R11;Île-de-France
0753480A;2011;7523847.97;;30.3047961507388;18.367621209596;2280086.79;10116056.66;81.491589566067;7264526.12;58.5206074718658;2369750.17;19.0899195920239;1491059.79;851.042615492825;23914431.44;12413620.49;30.0550068612578;1421770.89;148861.820000001;;26672803.26;949.204763904516;COFISUP Comptes financiers;2012;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753480A;Collège de France;75105;Paris 5e;A01;Paris;R11;Île-de-France
0753742K;2011;907465.39;1261270.85;9.00319074427747;0.468559114037082;81700.8400000014;17354912.29;99.531440885963;7147199.02;40.9896059900711;8148620.77;46.7328185195562;2039691.03;193.138739348823;9310849.67;17436613.13;43.9499370827642;7648401.88;;;8049578.82;166.975685429984;COFISUP Comptes financiers;2012;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753742K;École des hautes études en sciences sociales;75106;Paris 6e;A01;Paris;R11;Île-de-France
0760165S;2011;956595.44;;55.35154338599;1.78003646072675;529490.340000002;29216548.67;98.2199635392733;6743137.63;22.6690270517466;21737945.91;73.0784555977088;530845.890000002;54.0435103076122;4386013.47;29746039.01;24.5364617707465;7134567.74;261795.680000002;;11261402.68;138.760570613285;COFISUP Comptes financiers;2011;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0760165S;Institut national des sciences appliquées de Rouen;76575;Saint-Étienne-du-Rouvray;A21;Rouen;R28;Normandie
0801344B;2011;9393490.77;2960440.86000001;39.147264952281;2.22279882293614;3677294.71999996;161781370.45;97.7913023542643;18603036.02;11.2448986869062;139882505.15;84.5541876493332;6756335.29999996;35.7188998704022;16051812.7;165435336.84;13.3236165023908;19930814.23;242635.129999961;;13091371.84;29.1312519438482;COFISUP Comptes financiers;2011;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0801344B;Université de Picardie Jules-Verne;80021;Amiens;A20;Amiens;R32;Hauts-de-France
0811293R;2011;1967378.08;;15.4780544266306;4.45964519755214;304511.85;6521451.3;95.5081353028303;2474472.04;36.2392049756456;3962582.54;58.0329211963835;322569.53;135.714662470913;2458490.45;6828163.15;34.4604119484169;2326718.15;649121.09;;4526454.89;249.87133774962;COFISUP Comptes financiers;;A;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0811293R;Institut national universitaire Jean-François Champollion;81004;Albi;A16;Toulouse;R76;Occitanie
0840685N;2011;1990164.75;;50.9148340608493;2.03409451268415;1013289.08000002;48801951.74;97.9659054873159;6944869.0;13.9412534912644;41287115.01;82.8804886423913;1134996.34000002;25.1672404854519;3411695.70999999;49815240.82;13.4342950668084;6623791.11;875638.540000017;;8513945.05;62.8052794758983;COFISUP Comptes financiers;2010;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0840685N;Université d'Avignon et des Pays de Vaucluse;84007;Avignon;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur
0860073M;2011;1935867.66;2121442.8;74.6121658956791;20.2732401477891;1444392.79;5672206.86;79.6140860276081;2701871.87;37.9229927262833;2407271.64;33.788036326796;1722665.94;493.488401514327;7775467.48999999;7124627.24;69.8786843478425;4592048.3;959844.91;;5654024.69;358.84602565429;COFISUP Comptes financiers;2013;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0860073M;École nationale supérieure de mécanique et d'aérotechnique de Poitiers;86062;Chasseneuil-du-Poitou;A13;Poitiers;R75;Nouvelle-Aquitaine
0911975C;2011;;;;;;;;;;;;;;9261340.15000001;;;;;;13794935.18;;COFISUP Comptes financiers;2011;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0911975C;Université d'Évry-Val d'Essonne;91228;Évry;A25;Versailles;R11;Île-de-France
0912266U;2011;;;;;;;;;;;;;;850824.870000002;;;;;;1264718.25;;COFISUP Comptes financiers;2015;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0912266U;École nationale supérieure d'informatique pour l'industrie et l'entreprise;91228;Évry;A25;Versailles;R11;Île-de-France
0931827F;2011;8233448.73;;69.1989866802754;16.1685094039286;5697463.09;29844257.21;84.6933355654525;11820614.34;33.5450552460716;17052568.82;48.3925240009427;6999834.96;189.527517344433;15711966.6;35238023.17;39.9244009578191;13973738.75;4605637.61;;18961326.79;228.72332175561;COFISUP Comptes financiers;2012;D;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0931827F;Université Paris 8 - Vincennes - Saint-Denis;93066;Saint-Denis;A24;Créteil;R11;Île-de-France
0932066R;2011;660233.22;;50.1352476629395;15.3878066441542;331009.56;1820106.37;84.6121933558457;1053901.61;48.9932502150175;761074.76;35.3804622701111;322907.44;737.498656410944;3728683.34;2151115.93;100.0;926476.23;284984.9;;3773068.07;746.27754047144;COFISUP Comptes financiers;;E;autres établissements;GR60;autres établissements d'enseignement et de recherche;0932066R;École nationale supérieure Louis Lumière;93051;Noisy-le-Grand;A24;Créteil;R11;Île-de-France
0941111X;2011;8830111.83;;77.1616141581751;3.04523465525987;6813456.81999997;216914547.37;96.9486876239036;33825215.64;15.1179821946192;168562696.68;75.3381108994826;7096740.72999997;45.6823161108581;27525441.4500001;223741602.58;19.1023175248413;32407122.5;4320966.76999997;;36732936.23;60.9634402262727;COFISUP Comptes financiers;2010;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0941111X;Université Paris-Est Créteil Val-de-Marne;94028;Créteil;A24;Créteil;R11;Île-de-France
0060931E;2012;10074961.67;;58.6623536007953;2.76254541403444;5910209.64;208030513.65;97.2374545859656;26813083.97;12.5329500422668;172965904.25;80.8475831950619;15152154.33;9.14404731798331;5284002.38999993;213940723.29;15.1721795462011;31164748.39;19871.9599999935;;19315619.39;33.4259761147304;COFISUP Comptes financiers;2010;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0060931E;Université Nice - Sophia-Antipolis;06088;Nice;A23;Nice;R93;Provence-Alpes-Côte d'Azur
0101060Y;2012;;;;3.83634693504616;1205655.57;30216923.97;96.1490217797712;6045180.32;19.2355176465808;23756080.91;75.5908822183662;1469987.44;71.1662914906556;5973406.71999999;31427177.74;29.9353555951856;8563849.94;168777.399999998;;5998220.78;71.4619225618021;COFISUP Comptes financiers;2009;B;université technologique;GR50;écoles d'ingénieurs;0101060Y;Université de technologie de Troyes;10387;Troyes;A19;Reims;R44;Grand Est
0133774G;2012;897468.22;;81.1949330083241;8.97073326309122;728698.719999999;7394368.8;91.0292667369088;5876289.5;72.3407688724961;1338980.18;16.4836766000438;793760.499999999;85.2278284523758;1750572.21;8123067.52;64.7620065578379;5234778.15;236591.839999999;;2953978.48;143.81650166002;COFISUP Comptes financiers;2014;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0133774G;École centrale de Marseille;13213;Marseille 13e;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur
0134009M;2012;53945917.75;;27.4183780662439;2.6576069912521;14791095.68;541730371.99;97.3360226396853;68431459.22;12.2955005078201;462726005.61;83.1408229754146;23142864.8;375.360374204298;564844764.3;556556922.4;14.1702682521518;62825731.55;5062326.89999995;;604850036.98;401.94536723671;COFISUP Comptes financiers;2012;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0134009M;Aix-Marseille université;13207;Marseille 7e;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur
0211237F;2012;12272344.47;14882985.83;74.9845703279875;4.19397267730845;9202364.77000004;210189258.13;95.7936386671779;30804842.88;14.0392901820929;175748649.99;80.0973504696122;11266355.12;72.0235798417297;42051618.9299999;219418805.94;17.0042235760788;35520052.18;4623215.17000004;;27168633.1;46.5328628257051;COFISUP Comptes financiers;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0211237F;Université de Bourgogne;21231;Dijon;A07;Dijon;R27;Bourgogne-Franche-Comté
0290346U;2012;8336587.47;2884326.63;26.7023557062256;1.36751468351815;2226065.24000004;160548904.84;98.628279551885;22646803.86;13.9123671026393;134052687.51;82.351143731525;4470243.11000003;56.3691688374897;25138912.0100001;162781816.3;15.22700833754;22623908.86;11731.5300000373;;22254585.38;49.9016218440373;COFISUP Comptes financiers;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0290346U;Université de Bretagne Occidentale;29019;Brest;A14;Rennes;R53;Bretagne
0301687W;2012;718146.4;;110.08159896088;5.71258774952067;790547.040000001;13047149.67;94.2802687250649;2280546.76;16.4795044750089;10580668.87;76.4571825713201;929396.130000001;92.1049687935403;3338075.87;13838685.28;10.2239820573476;1376196.86;258033.720000001;;4861464.77999999;134.138671285741;COFISUP Comptes financiers;2011;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0301687W;Université de Nîmes;30189;Nîmes;A11;Montpellier;R76;Occitanie
0311384L;2012;17786441.05;9563953.65000003;59.9137313644878;3.29392913563565;10656520.51;312874307.98;96.7094088431653;40033604.6;12.3743820952359;265632260.61;82.1068980036189;15253732.31;38.2664248927891;33257170.0200001;323520029.46;14.5937652264703;38538756.32;7835162.84999999;;23693216.3499999;27.2619312882195;COFISUP Comptes financiers;2010;A;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0311384L;Université de Toulouse 3 - Paul Sabatier;31555;Toulouse;A16;Toulouse;R76;Occitanie
0331765P;2012;13640521.11;;13.9768057585593;1.17572318302567;1906509.13999997;160196782.89;98.7915911538227;27297285.06;16.8339349680237;119318162.9;73.5821965571934;2517125.88999997;25.3485814954747;11279892.2400001;162156293.89;28.6765835198134;44608331.65;;;24591121.0800001;55.2620560106931;COFISUP Comptes financiers;2010;A;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0333298F;Université BORDEAUX 2 - VICTOR SEGALEN;;;;;;
0332929E;2012;4833457.74;;27.2405611226054;1.3990240138809;1316661.01;92796163.14;98.6009759861191;11477422.1;12.1953859143648;78777070.24;83.7049264555515;3232631.83;40.9220297252041;10548353.7399999;94112824.15;15.4151612609959;14507643.61;;;14612975.36;56.690610382924;COFISUP Comptes financiers;2011;A;tertiaire (droit et économie);GR14;universités tertiaires (droit et économie);0333298F;Université BORDEAUX 4 - MONTESQUIEU;;;;;;
0350077U;2012;903732.75;594393.300000001;48.8488471840817;11.7192331519088;441463.03;3318769.84;88.1012336015616;1455931.68;38.6496754012909;1417804.16;37.6375288204457;678068.37;128.280905794902;1182596.67;3766995.88;62.36213032439;1552409.05;201130.81;;588203.37;63.8047298875056;COFISUP Comptes financiers;2015;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0350077U;École nationale supérieure de chimie de Rennes;35238;Rennes;A14;Rennes;R53;Bretagne
0370800U;2012;;;;2.06943169778489;3665358.69000004;173403157.47;97.9020120304784;22903180.8;12.9309495567043;146120732.94;82.4985770900347;8012347.68000004;50.0273444276862;24096943.01;177119094.77;15.761705967531;26750689.87;365923.920000037;;28529713.02;59.2301595717881;COFISUP Comptes financiers;2010;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0370800U;Université François-Rabelais;37261;Tours;A18;Orléans-Tours;R24;Centre-Val de Loire
0381840U;2012;617703.77;;266.692061795252;3.49556501351664;1647366.92;45479703.76;96.5038567658972;3867503.64;8.20649622710176;40602207.1;86.1542458375435;2331262.6;82.916836870795;10475092.16;47127343.18;15.450556913826;6851053.22;578295.940000002;;13136386.32;103.982627067138;COFISUP Comptes financiers;2012;A;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0383493R;Université GRENOBLE 3 - STENDHAL;;;;;;
0570140T;2012;1242139.34;353332.57;108.360919476232;21.0174589237502;1345993.61;4979295.65;77.7508459294118;3021766.41;47.1843632298841;1850575.04;28.8964112456056;1479188.89;230.571462612388;3189120.78;6404169.1;63.7552512471915;1176808.1;1035694.26;;2835788.21;205.025736039594;COFISUP Comptes financiers;;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0542493S;ENI METZ;;;;;;
0590338X;2012;1016141.84;;18.1627744016524;4.08290149048987;184559.55;4335744.22;95.9170985095101;1799123.93;39.8009519169992;2337871.59;51.7193469499949;361016.21;131.438516269301;1583010.52;4520303.77;76.177264741657;3360352.0;;;2951997.37;245.106491360323;COFISUP Comptes financiers;;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0590338X;École nationale supérieure des arts et industries textiles;59512;Roubaix;A09;Lille;R32;Hauts-de-France
0690187D;2012;7679299.51;4556694.81;33.1161392609884;16.0383488078954;2543087.52;13200471.97;83.250683359771;6061822.34;38.229758250873;5534777.82;34.9058758510059;3016185.51;335.117251144771;12288071.89;15856292.63;62.8509000341273;8015943.9;1610349.31;;7731377.08;210.848199604184;COFISUP Comptes financiers;2013;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0690187D;École centrale de Lyon;69081;Écully;A10;Lyon;R84;Auvergne-Rhône-Alpes
0691775E;2012;;;;;;;;;;;;;;16981925.81;;;;;;24773895.39;;COFISUP Comptes financiers;2012;A;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0691775E;Université Lumière - Lyon 2;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes
0751723R;2012;10531670.38;;41.3321206697316;1.54066361553356;4352962.70999998;278185202.41;98.4593363844665;38837037.32;13.7457668076471;230926517.1;81.7328579315721;9328295.67999998;40.9074936905809;31610720.5900002;282538165.12;11.0840753802939;26763344.45;409750.969999979;;55723846.0799999;72.1123352896173;COFISUP Comptes financiers;2009;D;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0751723R;Université Paris Diderot;75113;Paris 13e;A01;Paris;R11;Île-de-France
0753486G;2012;429951.95;;201.380561246437;10.8829154064123;865839.65;7090113.49;89.1170845935877;2894709.71;36.3841975821391;3402284.84;42.7640130620478;1366485.05;109.29610380609;2152560.5;7955953.14;37.5831165340423;1539047.2;645544.26;;3333546.58;169.260586659523;COFISUP Comptes financiers;2013;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753486G;École pratique des hautes études;75114;Paris 14e;A01;Paris;R11;Île-de-France
0753488J;2012;2219627.6;;58.0716143554891;11.064409457067;1288973.58;10360754.18;88.935590542933;3982309.98;34.1837170965788;5581174.1;47.9081933499191;1643134.24;170.488169887262;4906627.83;11649727.76;30.080168671684;3460423.57;1318699.58;;5300500.01;184.173851676114;COFISUP Comptes financiers;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753488J;Institut national des langues et civilisations orientales;75113;Paris 13e;A01;Paris;R11;Île-de-France
0870862P;2012;128646.3;;181.733473873714;12.3631361342562;233793.39;1657259.07;87.6368638657438;1130535.1;59.7833811548517;406181.05;21.4791000562724;170843.55;308.220212063767;1418890.95;1891052.46;59.8664756238439;372279.38;190294.08;;2383291.49;517.713224161145;COFISUP Comptes financiers;;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0870669E;ENSCI LIMOGES;;;;;;
0911101C;2012;;;;;;;;;;;;;;32701516.71;;;;;;46002842.0600001;;COFISUP Comptes financiers;2010;E;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0911101C;Université Paris-Sud;91471;Orsay;A25;Versailles;R11;Île-de-France
0931827F;2012;;;;5.25306484660171;6741850.22;122265221.18;95.265708134145;12219086.06;9.52077684089918;108420334.29;84.4781518619387;6261914.98;51.6726926253126;17549369.98;128341271.56;12.779908443039;16185736.2;4068355.4;;21191234.25;62.3958657774703;COFISUP Comptes financiers;2012;D;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0931827F;Université Paris 8 - Vincennes - Saint-Denis;93066;Saint-Denis;A24;Créteil;R11;Île-de-France
0951793H;2012;4185678.22;;79.5222084701966;2.50429572709422;3328543.76000001;129547160.72;97.4673684471201;18294569.46;13.7642811484943;108546577.99;81.6671646975899;5868069.50000001;47.4307263659804;17068099.81;132913366.58;13.2391588316354;12358856.81;263256.810000013;;19084825.24;53.0350263812405;COFISUP Comptes financiers;2009;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0951793H;Université de Cergy-Pontoise;95127;Cergy;A25;Versailles;R11;Île-de-France
0211237F;2013;;17668038.43;;;4905519.46;217437580.0;;;;;;;75.79211;45777922.97;;;;2852741.83;;28109884.54;46.54006;COFISUP Comptes financiers;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0211237F;Université de Bourgogne;21231;Dijon;A07;Dijon;R27;Bourgogne-Franche-Comté
0250082D;2013;1935305.41;;30.60151162;10.80317216;592232.71;4886645.51;89.13940728;2171208.39;39.6059482;2153806.65;39.28851556;985386.2;215.0919794;2919661.82;5482026.03;43.03475735;916205.98;198858.36;;3348825.04;246.7085063;COFISUP Comptes financiers;;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0250082D;École nationale supérieure de mécanique et des microtechniques;25056;Besançon;A03;Besançon;R27;Bourgogne-Franche-Comté
0290346U;2013;11114782.32;;36.12867085;2.396088775;4015623.12;163527169.4;97.5752961;20642964.66;12.31748459;138693443.9;82.75721953;5784994.0;48.69477655;22119219.37;167590748.8;16.27201046;25010677.41;802857.17;;24154839.05;53.17613025;COFISUP Comptes financiers;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0290346U;Université de Bretagne Occidentale;29019;Brest;A14;Rennes;R53;Bretagne
0301687W;2013;;;;;1201092.0;13585780.0;;;;;;;106.0;3976011.61;;;;785169.0;;5771688.82;152.9399;COFISUP Comptes financiers;2011;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0301687W;Université de Nîmes;30189;Nîmes;A11;Montpellier;R76;Occitanie
0311382J;2013;7666319.25;;92.90417354;7.30925816;7122330.54;90320260.54;92.69074184;15517334.23;15.92459114;71789402.33;73.67353591;7005070.9;89.55153956;22467551.07;97442591.08;17.85148058;14091673.43;7101230.99;;25062850.23;99.89592622;COFISUP Comptes financiers;2009;A;tertiaire (droit et économie);GR14;universités tertiaires (droit et économie);0311382J;Université Toulouse 1 - Capitole;31555;Toulouse;A16;Toulouse;R76;Occitanie
0333298F;2013;;;;;8465672.0;403895376.0;;;;;;;27.14856;30458831.0;;;;;;47381119.0;42.23174;COFISUP Comptes financiers;2014;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0333298F;Université de Bordeaux;33522;Talence;A04;Bordeaux;R75;Nouvelle-Aquitaine
0350936C;2013;16806871.63;;50.16405763;3.300008632;8431008.77;246732685.1;96.57444474;37711621.36;14.76082867;201237023.1;78.76683935;9309881.05;32.26548882;22113751.92;255484446.0;22.37378747;52042287.08;3849128.25;;26985709.59;39.37401098;COFISUP Comptes financiers;2010;B;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0350936C;Université de Rennes 1;35238;Rennes;A14;Rennes;R53;Bretagne
0381912X;2013;8898087.91;;17.17008199;1.356883047;1527808.99;111065398.7;98.6397891;23434592.59;20.81281208;81162430.2;72.08226049;5707095.09;52.79141402;16286942.9;112596954.7;32.76769196;33760859.08;;;28165915.88;91.29512737;COFISUP Comptes financiers;2010;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0381912X;Grenoble INP;38185;Grenoble;A08;Grenoble;R84;Auvergne-Rhône-Alpes
