uai - identifiant;Libellé;sigle;type d'établissement;Secteur d'établissement;Établissements d'enseignement supérieur accrédités à délivrer le doctorat;localisation;Site internet;Géolocalisation;siret;siren;Identifiant wikidata;Elément wikidata;Identifiant ETER;Identifiant ROR;Elément ROR;Identifiant GRID;Elément GRID;Identifiant OrgRef;Identifiant ISNI;Elément ISNI;Identifiant Funding Data;Elément Funding Data;rattachement_identifiants;rattachement;dernier_decret_legifrance;Code commune;Commune;Code unité urbaine;Unité urbaine;Code département;Département;Code académie;Académie;Code région;Région;Ancien code région;Ancienne région;Mention distribution;Adresse;Lieu dit;Boite postale;Code postal;Localité;Pays;Numéro de téléphone;qualification_court;Qualification;compte_facebook;compte_twitter;compte_instagram;compte_flickr;compte_pinterest;flux_rss;compte_linkedin;compte_viadeo;compte_france_culture;compte_scribd;compte_scoopit;compte_tumblr;compte_youtube;compte_vimeo;compte_dailymotion;compte_googleplus;implantations;mooc;Page Wikipédia en français;Page Wikipédia en anglais;English name;Site internet en anglais;Site internet en chinois;Site internet en espagnol;Site internet en allemand;Site internet en italien;Identifiant interne;Anciens codes uai;Identifiant dataESR;article;universités fusionnées;Vague contractuelle
0931238R;Université Sorbonne Paris Nord;;Université;Public;Oui;Île-de-France>Créteil>Seine-Saint-Denis>Paris>Villetaneuse;http://www.univ-paris13.fr/;48.9571,2.33972;19931238000017;199312380;Q1780212;https://www.wikidata.org/entity/Q1780212;FR0262;0199hds37;https://ror.org/0199hds37;grid.11318.3a;https://www.grid.ac/institutes/grid.11318.3a;8892205;0000 0001 2149 6883;http://isni.org/isni/0000000121496883;;;;;;93079;Villetaneuse;UU00851;Paris;D093;Seine-Saint-Denis;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;AVENUE JEAN BAPTISTE CLEMENT;;;93430;VILLETANEUSE;France;0149403000;;;https://www.facebook.com/univparis13;https://twitter.com/univ_paris13;;;;;;;http://plus.franceculture.fr/partenaires/paris-13;;;;http://www.youtube.com/user/Univparis13;;http://www.dailymotion.com/CommunicationP13#video=x18idtq;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0931238R;;https://fr.wikipedia.org/wiki/Universit%C3%A9_Paris-XIII-Nord;https://en.wikipedia.org/wiki/Paris_13_University;University of Paris North;;;;;;cqyN7;;;à l';;Vague D
0311383K;Université Toulouse - Jean Jaurès;;Université;Public;Oui;Occitanie>Toulouse>Haute-Garonne>Toulouse;http://www.univ-tlse2.fr/;43.5784,1.40266;19311383400017;193113834;Q1933558;https://www.wikidata.org/entity/Q1933558;FR0039;04ezk3x31;https://ror.org/04ezk3x31;grid.410542.6;https://www.grid.ac/institutes/grid.410542.6;9915233;0000 0004 0486 042X;http://isni.org/isni/000000040486042X;;;;;;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;5 ALLEES ANTONIO MACHADO;;;31058;TOULOUSE CEDEX;France;0561504250;;;https://www.facebook.com/pages/Universit%C3%A9-Toulouse-Jean-Jaur%C3%A8s/256170874775;https://twitter.com/UTJeanJaures;;;;http://www.univ-tlse2.fr/rss;;http://www.viadeo.com/fr/company/universite-de-toulouse-jean-jaures;http://plus.franceculture.fr/partenaires/toulouse-2-le-mirail;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0311383K;https://www.fun-mooc.fr/universities/UT2J/;https://fr.wikipedia.org/wiki/Universit%C3%A9_Toulouse-Jean-Jaur%C3%A8s;https://en.wikipedia.org/wiki/University_of_Toulouse_II_%E2%80%93_Le_Mirail;University of Toulouse II – Le Mirail;;;;;;HqAYu;;;à l';;Vague A
0101059X;Y SCHOOLS;Y SCHOOLS;École;Privé;;Grand Est>Reims>Aube>Troyes;http://www.groupe-esc-troyes.com/;48.283768,4.078808;52917534100013;529175341;Q3117947;https://www.wikidata.org/entity/Q3117947;;;;;;;;;;;;;;10387;Troyes;UU10601;Troyes;D010;Aube;A19;Reims;R44;Grand Est;R21;Champagne-Ardenne;;217 AVENUE PIERRE BROSSOLETTE;;;10000;TROYES;France;;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://fr-fr.facebook.com/GroupeESCTroyes;https://twitter.com/groupeesctroyes;;;;;;;;;;;https://www.youtube.com/user/GroupeESCTroyes;;;https://plus.google.com/112670689465910664570;;;https://fr.wikipedia.org/wiki/Groupe_%C3%89cole_sup%C3%A9rieure_de_commerce_de_Troyes;;;http://www.study-in-champagne.com/;;;;;WadM1;;;à;;
0312561R;Centre de ressources, d'expertise et de performance sportives de Toulouse;CREPS Toulouse;École;Public;;Occitanie>Toulouse>Haute-Garonne>Toulouse;https://www.creps-toulouse-midi-pyrenees.jeunesse-sports.gouv.fr/;48.887566,2.169179;19310098900022;193100989;Q54409652;https://www.wikidata.org/entity/Q54409652;;;;;;;;;;;;;;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;CREPS TOULOUSE;1  AVENUE EDOUARD BELIN;;BP 4373;31055;TOULOUSE CEDEX 4;France;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;YgZl6;;;au;;
0511931X;Centre national des arts du cirque;CNAC;École;Privé;;Grand Est>Reims>Marne>Châlons-en-Champagne;https://www.cnac.fr/;48.95119,4.36256;34137252200019;341372522;Q2945947;https://www.wikidata.org/entity/Q2945947;;;;;;;;;;;;;;51108;Châlons-en-Champagne;UU51501;Châlons-en-Champagne;D051;Marne;A19;Reims;R44;Grand Est;R21;Champagne-Ardenne;;1 rue DU CIRQUE;;;51000;CHALONS EN CHAMPAGNE;France;;;;;;;;;;;;;;;;;;;;;;https://fr.wikipedia.org/wiki/Centre_national_des_arts_du_cirque;;;https://www.cnac.fr/article/946;;https://www.cnac.fr/article/1206;;;vLcx0;;;au;;
0753480A;Collège de France;;Grand établissement;Public;;Île-de-France>Paris>Paris 5e;http://www.college-de-france.fr/;48.8491,2.34553;19753480300014;197534803;Q202660;https://www.wikidata.org/entity/Q202660;FR0195;04ex24z53;https://ror.org/04ex24z53;grid.410533.0;https://www.grid.ac/institutes/grid.410533.0;295691;0000 0001 2179 2236;http://isni.org/isni/0000000121792236;;;;;http://www.legifrance.gouv.fr/affichTexte.do?dateTexte=&categorieLien=id&cidTexte=JORFTEXT000000350825&fastPos=2&fastReqId=1763095596&oldAction=rechExpTexteJorf;75105;Paris 5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;11 PLACE MARCELIN BERTHELOT;;;75231;PARIS CEDEX 05;France;0144271211;;;https://www.facebook.com/College.de.France;https://twitter.com/cdf1530;;;;;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0753480A;;https://fr.wikipedia.org/wiki/Coll%C3%A8ge_de_France;https://en.wikipedia.org/wiki/Coll%C3%A8ge_de_France;;;;;;;0Mvk5;;;au;;Vague D
0753495S;Conservatoire national supérieur de musique et de danse de Paris;CNSMDP;École;Public;;Île-de-France>Paris>Paris 19e;http://www.conservatoiredeparis.fr/accueil/;48.88882,2.39076;19753495100037;197534951;Q463055;https://www.wikidata.org/entity/Q463055;FR0201;;;;;;;;;;;;;75119;Paris 19e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;209 avenue Jean Jaurès;;;75019;PARIS;France;;;;https://www.facebook.com/conservatoiredeparis.cnsmdp;https://twitter.com/CnsmdParis;;;;;;;;;;;https://www.youtube.com/user/conservatoiredeparis;;;;;;https://fr.wikipedia.org/wiki/Conservatoire_national_sup%C3%A9rieur_de_musique_et_de_danse_de_Paris;;;http://www.conservatoiredeparis.fr/en/accueil/;;;;;ZCW24;;;au;;
0951819L;ECAM-EPMI;ECAM-EPMI;École;Privé;;Île-de-France>Versailles>Val-d'Oise>Paris>Cergy;http://www.epmi.fr/;49.031566,2.075172;38896452000018;388964520;Q3577775;https://www.wikidata.org/entity/Q3577775;FR0278;05bdngh08;https://ror.org/05bdngh08;grid.494577.c;https://www.grid.ac/institutes/grid.494577.c;;;;;;;;http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=95615&cbo=1;95127;Cergy;UU00851;Paris;D095;Val-d'Oise;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;13 BOULEVARD DE L HAUTIL;;;95092;CERGY PONTOISE CEDEX;France;0130756040;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;;;;;;;;;;;;;;;;;;;https://fr.wikipedia.org/wiki/ECAM-EPMI;;;;;;;;Onzi5;;;à l';;
0440100V;Centrale Nantes;;École;Public;Oui;Pays de la Loire>Nantes>Loire-Atlantique>Nantes;http://www.ec-nantes.fr/;47.2491,-1.54786;19440100600011;194401006;Q273458;https://www.wikidata.org/entity/Q273458;FR0084;03nh7d505;https://ror.org/03nh7d505;grid.16068.39;https://www.grid.ac/institutes/grid.16068.39;83158;0000 0001 2203 9289;http://isni.org/isni/0000000122039289;;;;;http://www.legifrance.gouv.fr/affichTexte.do?dateTexte=&categorieLien=id&cidTexte=JORFTEXT000000517472&fastPos=1&fastReqId=701362281&oldAction=rechExpTexteJorf;44109;Nantes;UU44701;Nantes;D044;Loire-Atlantique;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;1 RUE DE LA NOE;;BP 92101;44321;NANTES CEDEX 3;France;0240371600;;;https://www.facebook.com/pages/ECOLE-CENTRALE-DE-NANTES/57286116786#%21/pages/ECOLE-CENTRALE-DE-NANTES/57286116786;https://twitter.com/CentraleNantes;;;;;;;;;;;https://www.youtube.com/user/centralenantes;;http://www.dailymotion.com/group/ecole-centrale-nantes#video=xmuab6;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0440100V;;https://fr.wikipedia.org/wiki/%C3%89cole_centrale_de_Nantes;https://en.wikipedia.org/wiki/%C3%89cole_centrale_de_Nantes;;;;;;;gCAyK;;;à l';;Vague B
0753742K;École des hautes études en sciences sociales;EHESS;Grand établissement;Public;Oui;Île-de-France>Paris>Paris 6e;http://www.ehess.fr/;48.850176,2.326849;19753742600037;197537426;Q273518;https://www.wikidata.org/entity/Q273518;FR0208;02d9dg697;https://ror.org/02d9dg697;grid.17673.34;https://www.grid.ac/institutes/grid.17673.34;1970501;0000 0001 2325 5880;http://isni.org/isni/0000000123255880;;;;;;75106;Paris 6e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;54 BOULEVARD RASPAIL;;;75006;PARIS;France;0149542525;;;https://www.facebook.com/ehess.fr?_rdr;https://twitter.com/EHESS_fr;;;;http://actualites.ehess.fr/atom.php?cat=257;https://www.linkedin.com/edu/school?id=21251&trk=edu-cp-title;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0753742K;;https://fr.wikipedia.org/wiki/%C3%89cole_des_hautes_%C3%A9tudes_en_sciences_sociales;https://en.wikipedia.org/wiki/School_for_Advanced_Studies_in_the_Social_Sciences;School for advanced studies in the social sciences;;;;;;y52D7;;;à l';;Vague D
0022134J;École d'ingénierie des sciences aérospatiales;ELISA;École;Privé;;;http://www.elisa-aerospace.fr/;49.849388,3.287172;51283730300035;512837303;Q62788605;https://www.wikidata.org/entity/Q62788605;;;;;;;;;;;;;;02691;Saint-Quentin;UU02501;Saint-Quentin;D002;Aisne;A20;Amiens;R32;Hauts-de-France;R22;Picardie;;48 rue RASPAIL;;;02100;ST QUENTIN;France;;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;;;;;;;;;;;;;;;;;;;;;;;;;;;8QDvM;;;à l';;
0310154Z;École d'ingénieurs de Purpan;;École;Privé;;Occitanie>Toulouse>Haute-Garonne>Toulouse;http://www.purpan.fr/;43.601838,1.400296;77694414200012;776944142;Q3577767;https://www.wikidata.org/entity/Q3577767;FR0034;008bwpw24;https://ror.org/008bwpw24;grid.466448.c;https://www.grid.ac/institutes/grid.466448.c;;;;;;;;;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;75 VOIE DU TOEC;;BP 57611;31076;TOULOUSE CEDEX 3;France;;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://www.facebook.com/EcoledIngenieursdePURPAN;https://twitter.com/EcoledePURPAN;https://www.instagram.com/ecoledepurpan/;;;;https://www.linkedin.com/company-beta/896011/;http://fr.viadeo.com/fr/company/ecole-d-ingenieurs-de-purpan;;;;;https://www.youtube.com/channel/UCAZjNPhIBcuTxXFvQ0w3sdA;;;;;;https://fr.wikipedia.org/wiki/%C3%89cole_d'ing%C3%A9nieurs_de_Purpan;;;http://www.purpan.fr/en;;http://www.purpan.fr/es;;;76MfM;;;à l';;
1260001S;École française d'Athènes;EFA;Autre établissement;Public;;Étranger>Athènes;http://www.efa.gr/;37.982222,23.737778;18004408300012;180044083;Q273548;https://www.wikidata.org/entity/Q273548;;02fzvr850;https://ror.org/02fzvr850;grid.468890.b;https://www.grid.ac/institutes/grid.468890.b;13461377;0000 0004 0622 3328;http://isni.org/isni/0000000406223328;;;;;;;Athènes;SO;Étranger;D999;Étranger;A99;Étranger;R99;Étranger;R99;Étranger;;6 RUE DIDOTOU;;;;106 80 ATHENES;Grèce;302103679900;;;https://www.facebook.com/pages/%C3%89cole-Fran%C3%A7aise-dAth%C3%A8nes/474935445909878?hc_location=timeline;;;;;http://www.efa.gr/index.php/fr/?option=com_ninjarsssyndicator&feed_id=1&format=raw;;;;;;;https://www.youtube.com/channel/UCfNiJOVSuzip7bB1VKpySyQ/feed;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=1260001S;;https://fr.wikipedia.org/wiki/%C3%89cole_fran%C3%A7aise_d%27Ath%C3%A8nes;https://en.wikipedia.org/wiki/French_School_at_Athens;;;;;;;td273;;;à l';;
0772496V;Ecole nationale des sciences géographiques;ENSG;École;Public;;;http://www.ensg.eu/;48.841009,2.58735;18006701900372;180067019;Q3578152;https://www.wikidata.org/entity/Q3578152;;03r3n3715;https://ror.org/03r3n3715;grid.454313.4;https://www.grid.ac/institutes/grid.454313.4;;0000 0001 2160 8996;http://isni.org/isni/0000000121608996;;;;;;77083;Champs-sur-Marne;UU00851;Paris;D077;Seine-et-Marne;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;6 avenue B PASCAL CITE DESCARTES;;;77455;MARNE LA VALLEE CEDEX 2;France;;;;;;;;;;;;;;;;;;;;;;https://fr.wikipedia.org/wiki/%C3%89cole_nationale_des_sciences_g%C3%A9ographiques;;;;;;;;HgdTq;;;à l';;
0650048Z;École nationale d'ingénieurs de Tarbes;ENI Tarbes;École;Public;;Occitanie>Toulouse>Hautes-Pyrénées>Tarbes;http://www.enit.fr/;43.2252,0.05325;19650048200019;196500482;Q3578096;https://www.wikidata.org/entity/Q3578096;FR0143;01fdvj254;https://ror.org/01fdvj254;grid.434192.9;https://www.grid.ac/institutes/grid.434192.9;19502344;0000 0000 8728 5432;http://isni.org/isni/0000000087285432;;;0311381H;Institut national polytechnique de Toulouse;;65440;Tarbes;UU65501;Tarbes;D065;Hautes-Pyrénées;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;47 AVENUE D'AZEREIX;;BP 1629;65016;TARBES CEDEX;France;0562442700;;;;;;;;;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0650048Z;;https://fr.wikipedia.org/wiki/%C3%89cole_nationale_d%27ing%C3%A9nieurs_de_Tarbes;https://en.wikipedia.org/wiki/%C3%89cole_nationale_d%27ing%C3%A9nieurs_de_Tarbes;;;;;;;MHneW;;;à l';;Vague A
0670189S;École nationale du génie de l'eau et de l'environnement de Strasbourg;ENGEES;École;Public;;Grand Est>Strasbourg>Bas-Rhin>Strasbourg;http://engees.unistra.fr/;48.585,7.75757;19670189000010;196701890;Q3578160;https://www.wikidata.org/entity/Q3578160;FR0147;;;;;;;;;;0673021V;Université de Strasbourg;http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030703302;67482;Strasbourg;UU67701;Strasbourg;D067;Bas-Rhin;A15;Strasbourg;R44;Grand Est;R42;Alsace;;1 QUAI KOCH;;BP 61039;67070;STRASBOURG CEDEX;France;0388248282;;;;https://twitter.com/engees_ecole;;;;;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0670189S;;https://fr.wikipedia.org/wiki/%C3%89cole_nationale_du_g%C3%A9nie_de_l%27eau_et_de_l%27environnement_de_Strasbourg;;;;;;;;YPOQX;;;à l';;
0670186N;École nationale supérieure d'architecture de Strasbourg;ENSAS;École;Public;;Grand Est>Strasbourg>Bas-Rhin>Strasbourg;http://www.strasbourg.archi.fr/;48.58582,7.73711;19670186600010;196701866;Q3578190;https://www.wikidata.org/entity/Q3578190;FR0145;;;;;;;;;;;;;67482;Strasbourg;UU67701;Strasbourg;D067;Bas-Rhin;A15;Strasbourg;R44;Grand Est;R42;Alsace;;6-8 boulevard du Président Wilson;;BP 10037;67068;STRASBOURG CEDEX;France;;;;https://www.facebook.com/EnsaStrasbourg;;;;;;;;;;;;https://www.youtube.com/c/EnsaStrasbourg_live;;;;;;https://fr.wikipedia.org/wiki/%C3%89cole_nationale_sup%C3%A9rieure_d'architecture_de_Strasbourg;;;;;;;;ZgGP9;;;à l';;
0754585B;École nationale supérieure de création industrielle – Les Ateliers;ENSCI–Les Ateliers;École;Public;;Île-de-France>Paris>Paris 8e;https://www.ensci.com/2017-2018-ensci-les-ateliers/;48.8584,2.36934;33111876000015;331118760;Q870925;https://www.wikidata.org/entity/Q870925;FR0211;056atnc19;https://ror.org/056atnc19;grid.466371.1;https://www.grid.ac/institutes/grid.466371.1;;0000 0001 2203 4373;http://isni.org/isni/0000000122034373;;;;;;75108;Paris 8e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;48  RUE SAINT SABIN;;;75011;PARIS;France;;;;https://www.facebook.com/ENSCILesAteliers/;;https://www.instagram.com/ensci_les_ateliers_paris/;;https://www.pinterest.fr/ensciateliers/;;https://fr.linkedin.com/school/ensci/;;;;;;https://www.youtube.com/channel/UCYiskhRQ7R_fgMugNU7yHtQ;https://vimeo.com/enscilesateliers;;;;;https://fr.wikipedia.org/wiki/%C3%89cole_nationale_sup%C3%A9rieure_de_cr%C3%A9ation_industrielle;https://en.wikipedia.org/wiki/%C3%89cole_nationale_sup%C3%A9rieure_de_cr%C3%A9ation_industrielle;;;;;;;Hq9dm;;;à l';;
0860073M;École nationale supérieure de mécanique et d'aérotechnique de Poitiers;ISAE-ENSMA;École;Public;Oui;Nouvelle-Aquitaine>Poitiers>Vienne>Poitiers>Chasseneuil-du-Poitou;http://www.ensma.fr/;46.661,0.362013;19860073600021;198600736;Q391044;https://www.wikidata.org/entity/Q391044;FR0238;04jx68594;https://ror.org/04jx68594;grid.434217.7;https://www.grid.ac/institutes/grid.434217.7;8102323;0000 0001 2178 9782;http://isni.org/isni/0000000121789782;;;;;https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000033658895&dateTexte=&categorieLien=id;86062;Chasseneuil-du-Poitou;UU86601;Poitiers;D086;Vienne;A13;Poitiers;R75;Nouvelle-Aquitaine;R54;Poitou-Charentes;;1 AVENUE CLEMENT ADER TELEPORT 2;;BP 40109;86961;CHASSENEUIL CEDEX;France;0549498080;;;;;;;;;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0860073M;;https://fr.wikipedia.org/wiki/%C3%89cole_nationale_sup%C3%A9rieure_de_m%C3%A9canique_et_d%27a%C3%A9rotechnique_de_Poitiers;https://en.wikipedia.org/wiki/%C3%89cole_nationale_sup%C3%A9rieure_de_m%C3%A9canique_et_d%27a%C3%A9rotechnique;;;;;;;IlIW8;;;à l';;Vague B
0290125D;École nationale supérieure de techniques avancées Bretagne;ENSTA Bretagne;École;Public;;Bretagne>Rennes>Finistère>Brest;https://www.ensta-bretagne.fr/fr;48.418823,-4.472605;19290125400016;192901254;Q3578240;https://www.wikidata.org/entity/Q3578240;FR0025;059n54003;https://ror.org/059n54003;grid.462182.b;https://www.grid.ac/institutes/grid.462182.b;18423546;;;;;;;;29019;Brest;UU29701;Brest;D029;Finistère;A14;Rennes;R53;Bretagne;R53;Bretagne;;2  RUE FRANCOIS VERNY;;;29806;BREST CEDEX 9;France;;;;https://www.facebook.com/ENSTA.Bretagne/;https://twitter.com/ENSTABretagne;https://www.instagram.com/ensta_bretagne/;;;;https://www.linkedin.com/school/ensta-bretagne/;;;;;;https://www.youtube.com/c/chaineENSTABretagne;;;;;;https://fr.wikipedia.org/wiki/%C3%89cole_nationale_sup%C3%A9rieure_de_techniques_avanc%C3%A9es_Bretagne;https://en.wikipedia.org/wiki/%C3%89cole_nationale_sup%C3%A9rieure_de_techniques_avanc%C3%A9es_Bretagne;;https://www.ensta-bretagne.fr/en;;;;;GCGkl;;;à l';;
0753667D;École nationale supérieure des beaux-arts;ENSBA;École;Public;;Île-de-France>Paris>Paris 6e;http://www.beauxartsparis.fr/fr/;48.85671,2.33369;19753667500014;197536675;Q273593;https://www.wikidata.org/entity/Q273593;FR0207;01cdn3r29;https://ror.org/01cdn3r29;grid.459241.f;https://www.grid.ac/institutes/grid.459241.f;18976459;0000 0001 2296 0748;http://isni.org/isni/0000000122960748;;;;;;75106;Paris 6e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;14 rue BONAPARTE;;;75272;PARIS CEDEX 06;France;;;;https://www.facebook.com/beauxartsparis;https://twitter.com/beauxartsparis;https://www.instagram.com/beauxartsparis/;;;;;;;;;;;;;;;;https://fr.wikipedia.org/wiki/%C3%89cole_nationale_sup%C3%A9rieure_des_beaux-arts;https://en.wikipedia.org/wiki/%C3%89cole_nationale_sup%C3%A9rieure_des_Beaux-Arts;;http://www.beauxartsparis.fr/en/;;;;;RZCnq;;;à l';;
0760166T;École nationale supérieure maritime;ENSM;Grand établissement;Public;;Normandie>Seine-Maritime>Le Havre;http://www.supmaritime.fr/;49.488566,0.122344;13001309700063;130013097;Q3578264;https://www.wikidata.org/entity/Q3578264;FR0260;043qd1272;https://ror.org/043qd1272;grid.466422.0;https://www.grid.ac/institutes/grid.466422.0;;;;;;;;;76351;Le Havre;UU76701;Le Havre;D076;Seine-Maritime;A70;Normandie;R28;Normandie;R23;Haute-Normandie;;10 QUAI FRISSARD;;;76600;LE HAVRE;France;0235547800;;;https://www.facebook.com/EcoleNationaleSuperieureMaritime;https://twitter.com/ENSM;;;;;;;;;;;https://www.youtube.com/channel/UCXo8zrksCsHBr4ww7QAy-Zg;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0760166T;;https://fr.wikipedia.org/wiki/%C3%89cole_nationale_sup%C3%A9rieure_maritime;;;https://www.supmaritime.fr/en/;;;;;JpuNC;0922706S,0130234J,0440108D,0350092K;;à l';;
